   0.0000   1.0472   0.0000
   0.1000   1.0261  -0.4205
   0.2000   0.9636  -0.8260
   0.3000   0.8618  -1.2043
   0.4000   0.7241  -1.5403
   0.5000   0.5557  -1.8166
   0.6000   0.3634  -2.0151
   0.7000   0.1558  -2.1203
   0.8000  -0.0572  -2.1232
   0.9000  -0.2654  -2.0234
   1.0000  -0.4587  -1.8300
   1.1000  -0.6288  -1.5589
   1.2000  -0.7686  -1.2290
   1.3000  -0.8732  -0.8591
   1.4000  -0.9396  -0.4658
   1.5000  -0.9661  -0.0628
   1.6000  -0.9522   0.3379
   1.7000  -0.8989   0.7250
   1.8000  -0.8081   1.0860
   1.9000  -0.6831   1.4066
   2.0000  -0.5287   1.6708
   2.1000  -0.3513   1.8623
   2.2000  -0.1591   1.9670
   2.3000   0.0389   1.9766
   2.4000   0.2330   1.8905
   2.5000   0.4140   1.7162
   2.6000   0.5737   1.4673
   2.7000   0.7056   1.1608
   2.8000   0.8046   0.8142
   2.9000   0.8676   0.4434
   3.0000   0.8929   0.0621
   3.1000   0.8801  -0.3172
   3.2000   0.8299  -0.6829
   3.3000   0.7444  -1.0223
   3.4000   0.6268  -1.3215
   3.5000   0.4819  -1.5656
   3.6000   0.3160  -1.7398
   3.7000   0.1367  -1.8320
   3.8000  -0.0474  -1.8355
   3.9000  -0.2274  -1.7501
   4.0000  -0.3947  -1.5829
   4.1000  -0.5417  -1.3465
   4.2000  -0.6622  -1.0561
   4.3000  -0.7516  -0.7280
   4.4000  -0.8070  -0.3772
   4.5000  -0.8268  -0.0170
   4.6000  -0.8105   0.3402
   4.7000  -0.7592   0.6823
   4.8000  -0.6750   0.9968
   4.9000  -0.5612   1.2701
   5.0000  -0.4228   1.4884
   5.1000  -0.2658   1.6385
   5.2000  -0.0977   1.7104
   5.3000   0.0735   1.6992
   5.4000   0.2394   1.6060
   5.5000   0.3921   1.4381
   5.6000   0.5249   1.2072
   5.7000   0.6320   0.9278
   5.8000   0.7093   0.6146
   5.9000   0.7542   0.2817
   6.0000   0.7654  -0.0579
   6.1000   0.7428  -0.3921
   6.2000   0.6876  -0.7088
   6.3000   0.6021  -0.9956
   6.4000   0.4899  -1.2396
   6.5000   0.3560  -1.4279
   6.6000   0.2066  -1.5493
   6.7000   0.0487  -1.5960
   6.8000  -0.1100  -1.5650
   6.9000  -0.2618  -1.4589
   7.0000  -0.3996  -1.2854
   7.1000  -0.5170  -1.0562
   7.2000  -0.6094  -0.7845
   7.3000  -0.6730  -0.4841
   7.4000  -0.7057  -0.1682
   7.5000  -0.7065   0.1508
   7.6000  -0.6758   0.4610
   7.7000  -0.6150   0.7506
   7.8000  -0.5268   1.0073
   7.9000  -0.4150   1.2191
   8.0000  -0.2849   1.3746
   8.1000  -0.1423   1.4645
   8.2000   0.0057   1.4832
   8.3000   0.1519   1.4298
   8.4000   0.2893   1.3084
   8.5000   0.4116   1.1274
   8.6000   0.5132   0.8979
   8.7000   0.5900   0.6326
   8.8000   0.6390   0.3443
   8.9000   0.6585   0.0453
   9.0000   0.6481  -0.2524
   9.1000   0.6084  -0.5373
   9.2000   0.5414  -0.7979
   9.3000   0.4500  -1.0226
   9.4000   0.3385  -1.2002
   9.5000   0.2119  -1.3211
   9.6000   0.0764  -1.3781
   9.7000  -0.0615  -1.3679
   9.8000  -0.1950  -1.2916
   9.9000  -0.3178  -1.1546
