   0.0000   0.2995   0.7608
   0.1000   0.4693   0.0447
   0.2000   0.2802   0.4372
   0.3000   0.7136   0.5228
   0.4000   0.1824   0.0407
   0.5000   0.5864   0.1721
   0.6000   0.4564   0.2462
   0.7000   0.0698   0.3002
   0.8000   0.4870   0.2091
   0.9000   0.7533   0.8015
   1.0000   0.9821   0.2112
   1.1000   0.2473   0.1843
   1.2000   0.6607   0.8498
   1.3000   0.3357   0.3082
   1.4000   0.6896   0.8738
   1.5000   0.4482   0.3461
   1.6000   0.7599   0.8012
   1.7000   0.9942   0.0088
   1.8000   0.9878   0.8239
   1.9000   0.5004   0.9564
   2.0000   0.2848   0.4544
   2.1000   0.5826   0.7567
   2.2000   0.8827   0.3375
   2.3000   0.9524   0.3220
   2.4000   0.5073   0.8374
   2.5000   0.7115   0.1455
   2.6000   0.5001   0.6767
   2.7000   0.1000   0.3695
   2.8000   0.9940   0.0854
   2.9000   0.4552   0.9662
   3.0000   1.0000   0.3274
   3.1000   0.6962   0.3965
   3.2000   0.5763   0.1417
   3.3000   0.0765   0.3656
   3.4000   0.1801   0.2502
   3.5000   0.9121   0.2603
   3.6000   0.3334   0.7748
   3.7000   0.1785   0.4099
   3.8000   0.6890   0.1990
   3.9000   0.3291   0.4899
   4.0000   0.3427   0.5336
   4.1000   0.3607   0.1131
   4.2000   0.6698   0.3608
   4.3000   0.1683   0.0017
   4.4000   0.2705   0.0600
   4.5000   0.9447   0.2634
   4.6000   0.0241   0.2517
   4.7000   0.2550   0.4974
   4.8000   0.5436   0.5614
   4.9000   0.3692   0.7881
   5.0000   0.6201   0.3199
   5.1000   0.8293   0.8489
   5.2000   0.5434   0.4191
   5.3000   0.2532   0.4315
   5.4000   0.3567   0.8710
   5.5000   0.3190   0.7728
   5.6000   0.1563   0.9046
   5.7000   0.0357   0.2325
   5.8000   0.1360   0.8650
   5.9000   0.0975   0.5009
   6.0000   0.8846   0.4979
   6.1000   0.9008   0.6735
   6.2000   0.3427   0.9164
   6.3000   0.2818   0.1407
   6.4000   0.9325   0.0722
   6.5000   0.9033   0.5934
   6.6000   0.5123   0.7444
   6.7000   0.5511   0.5437
   6.8000   0.3565   0.9715
   6.9000   0.1787   0.0972
   7.0000   0.8026   0.7648
   7.1000   0.2418   0.9221
   7.2000   0.6164   0.4188
   7.3000   0.9811   0.2275
   7.4000   0.2291   0.4613
   7.5000   0.0008   0.7927
   7.6000   0.8236   0.8658
   7.7000   0.3155   0.8027
   7.8000   0.3627   0.7970
   7.9000   0.1209   0.5648
   8.0000   0.1270   0.0826
   8.1000   0.4091   0.0369
   8.2000   0.2027   0.1601
   8.3000   0.2738   0.7532
   8.4000   0.8163   0.2647
   8.5000   0.7729   0.9138
   8.6000   0.8172   0.3534
   8.7000   0.3301   0.1680
   8.8000   0.4456   0.5134
   8.9000   0.6296   0.4955
   9.0000   0.6374   0.6174
   9.1000   0.6402   0.6840
   9.2000   0.3268   0.9554
   9.3000   0.7812   0.3531
   9.4000   0.1210   0.0046
   9.5000   0.6778   0.7763
   9.6000   0.4794   0.6131
   9.7000   0.1057   0.0754
   9.8000   0.2219   0.9244
   9.9000   0.3765   0.1637
