   0.0000   0.9481   0.9582
   0.1000   0.0359   0.1813
   0.2000   0.2971   0.7917
   0.3000   0.0619   0.8103
   0.4000   0.6579   0.4806
   0.5000   0.3657   0.2361
   0.6000   0.6718   0.0944
   0.7000   0.3689   0.8123
   0.8000   0.5925   0.0820
   0.9000   0.5669   0.9265
   1.0000   0.7297   0.4279
   1.1000   0.0885   0.3166
   1.2000   0.0735   0.3020
   1.3000   0.6011   0.5829
   1.4000   0.6848   0.7162
   1.5000   0.3234   0.2330
   1.6000   0.6598   0.0129
   1.7000   0.2576   0.2062
   1.8000   0.1857   0.0641
   1.9000   0.8617   0.2361
   2.0000   0.0514   0.8603
   2.1000   0.5686   0.9474
   2.2000   0.0898   0.0291
   2.3000   0.0242   0.9569
   2.4000   0.1573   0.2061
   2.5000   0.3697   0.4853
   2.6000   0.8529   0.8167
   2.7000   0.7845   0.2231
   2.8000   0.3416   0.0133
   2.9000   0.2565   0.1565
   3.0000   0.4940   0.0320
   3.1000   0.2105   0.4452
   3.2000   0.5068   0.1244
   3.3000   0.1479   0.4890
   3.4000   0.5357   0.5804
   3.5000   0.0934   0.6528
   3.6000   0.7606   0.9094
   3.7000   0.0521   0.8230
   3.8000   0.1844   0.5740
   3.9000   0.1767   0.1134
   4.0000   0.9857   0.4370
   4.1000   0.8493   0.9331
   4.2000   0.5668   0.2752
   4.3000   0.0480   0.2184
   4.4000   0.6654   0.0230
   4.5000   0.4157   0.9107
   4.6000   0.1690   0.6062
   4.7000   0.6466   0.0809
   4.8000   0.3314   0.3794
   4.9000   0.0491   0.7200
   5.0000   0.2206   0.6929
   5.1000   0.1012   0.6809
   5.2000   0.3425   0.0973
   5.3000   0.5211   0.8583
   5.4000   0.0340   0.0663
   5.5000   0.7141   0.9682
   5.6000   0.4878   0.3445
   5.7000   0.6271   0.2814
   5.8000   0.6434   0.8182
   5.9000   0.1699   0.9009
   6.0000   0.5010   0.7684
   6.1000   0.6260   0.7046
   6.2000   0.3283   0.1648
   6.3000   0.9997   0.2185
   6.4000   0.0532   0.7804
   6.5000   0.7724   0.1777
   6.6000   0.1634   0.6269
   6.7000   0.8497   0.3288
   6.8000   0.9371   0.9389
   6.9000   0.5421   0.3274
   7.0000   0.5402   0.1674
   7.1000   0.7943   0.2181
   7.2000   0.7204   0.8478
   7.3000   0.9750   0.6331
   7.4000   0.6945   0.9747
   7.5000   0.2413   0.1604
   7.6000   0.7591   0.9665
   7.7000   0.6484   0.9408
   7.8000   0.3506   0.3275
   7.9000   0.3344   0.2410
   8.0000   0.2576   0.9602
   8.1000   0.8733   0.4884
   8.2000   0.9231   0.7520
   8.3000   0.9243   0.3690
   8.4000   0.2211   0.4285
   8.5000   0.8757   0.5949
   8.6000   0.7222   0.4017
   8.7000   0.7670   0.8579
   8.8000   0.8411   0.4882
   8.9000   0.7779   0.1007
   9.0000   0.6820   0.3411
   9.1000   0.5950   0.6378
   9.2000   0.2579   0.2451
   9.3000   0.5696   0.9126
   9.4000   0.4217   0.7957
   9.5000   0.4101   0.0333
   9.6000   0.8333   0.5501
   9.7000   0.4697   0.8975
   9.8000   0.3948   0.7589
   9.9000   0.6662   0.3736
