   0.0000   0.6849   0.0173
   0.1000   0.8408   0.4182
   0.2000   0.6836   0.9175
   0.3000   0.9434   0.5067
   0.4000   0.9793   0.8760
   0.5000   0.9618   0.7113
   0.6000   0.5412   0.3208
   0.7000   0.4145   0.1705
   0.8000   0.9247   0.1029
   0.9000   0.7046   0.6849
   1.0000   0.8545   0.9016
   1.1000   0.4960   0.8664
   1.2000   0.2014   0.2113
   1.3000   0.2337   0.6563
   1.4000   0.5272   0.9899
   1.5000   0.0379   0.3119
   1.6000   0.8972   0.3076
   1.7000   0.0389   0.6813
   1.8000   0.2093   0.4688
   1.9000   0.2002   0.2273
   2.0000   0.3979   0.9431
   2.1000   0.9334   0.2972
   2.2000   0.4538   0.1072
   2.3000   0.7875   0.4475
   2.4000   0.7082   0.4502
   2.5000   0.0927   0.8166
   2.6000   0.1907   0.4780
   2.7000   0.6977   0.8191
   2.8000   0.0472   0.6720
   2.9000   0.2442   0.0115
   3.0000   0.3931   0.0492
   3.1000   0.2892   0.4468
   3.2000   0.3050   0.4049
   3.3000   0.3318   0.4046
   3.4000   0.1152   0.2056
   3.5000   0.5595   0.6375
   3.6000   0.4345   0.6043
   3.7000   0.2680   0.4929
   3.8000   0.0510   0.9791
   3.9000   0.7927   0.6494
   4.0000   0.8976   0.0615
   4.1000   0.9957   0.9541
   4.2000   0.9129   0.5024
   4.3000   0.4571   0.2753
   4.4000   0.1100   0.3498
   4.5000   0.8752   0.6353
   4.6000   0.4565   0.5285
   4.7000   0.2749   0.5218
   4.8000   0.7703   0.5897
   4.9000   0.4971   0.4739
   5.0000   0.8536   0.7882
   5.1000   0.9041   0.8246
   5.2000   0.8363   0.8186
   5.3000   0.3875   0.9875
   5.4000   0.2802   0.3844
   5.5000   0.7184   0.4025
   5.6000   0.9254   0.7075
   5.7000   0.1368   0.5609
   5.8000   0.2710   0.8191
   5.9000   0.5122   0.9321
   6.0000   0.3431   0.1499
   6.1000   0.9258   0.1756
   6.2000   0.4359   0.9118
   6.3000   0.0758   0.9332
   6.4000   0.5740   0.6938
   6.5000   0.5568   0.8337
   6.6000   0.0182   0.1938
   6.7000   0.2916   0.1357
   6.8000   0.8744   0.6889
   6.9000   0.0225   0.8567
   7.0000   0.5745   0.5200
   7.1000   0.7559   0.1059
   7.2000   0.8825   0.4777
   7.3000   0.6793   0.5804
   7.4000   0.6418   0.3313
   7.5000   0.7450   0.1816
   7.6000   0.8495   0.9595
   7.7000   0.8383   0.0944
   7.8000   0.6793   0.9363
   7.9000   0.7894   0.8877
   8.0000   0.2347   0.6509
   8.1000   0.6700   0.4005
   8.2000   0.8878   0.0260
   8.3000   0.4268   0.4052
   8.4000   0.8479   0.6157
   8.5000   0.9427   0.5631
   8.6000   0.9729   0.4614
   8.7000   0.1060   0.0128
   8.8000   0.7983   0.9466
   8.9000   0.2244   0.2721
   9.0000   0.7769   0.0279
   9.1000   0.5336   0.6597
   9.2000   0.4279   0.9701
   9.3000   0.8870   0.8350
   9.4000   0.5457   0.2548
   9.5000   0.5509   0.7464
   9.6000   0.9994   0.1654
   9.7000   0.4727   0.7442
   9.8000   0.2152   0.7160
   9.9000   0.4204   0.0826
  10.0000   0.3938   0.7568
