   0.0000   0.1550   0.8037
   0.1000   0.2006   0.8416
   0.2000   0.2379   0.6814
   0.3000   0.3190   0.8283
   0.4000   0.8095   0.7503
   0.5000   0.1413   0.9489
   0.6000   0.7273   0.1503
   0.7000   0.2629   0.0513
   0.8000   0.6119   0.5897
   0.9000   0.9035   0.6800
   1.0000   0.2000   0.6885
   1.1000   0.7067   0.1201
   1.2000   0.0129   0.7610
   1.3000   0.9068   0.8123
   1.4000   0.2956   0.9890
   1.5000   0.4043   0.4691
   1.6000   0.3620   0.7769
   1.7000   0.3967   0.6639
   1.8000   0.0045   0.9718
   1.9000   0.4295   0.8018
   2.0000   0.7597   0.6191
   2.1000   0.7209   0.6078
   2.2000   0.4058   0.5898
   2.3000   0.1310   0.2374
   2.4000   0.0406   0.8594
   2.5000   0.2842   0.9329
   2.6000   0.3354   0.1603
   2.7000   0.5306   0.2525
   2.8000   0.6233   0.1363
   2.9000   0.6907   0.8569
   3.0000   0.0135   0.8693
   3.1000   0.5613   0.8947
   3.2000   0.9140   0.4824
   3.3000   0.7432   0.4713
   3.4000   0.8953   0.5429
   3.5000   0.6969   0.3183
   3.6000   0.3322   0.0452
   3.7000   0.8872   0.9299
   3.8000   0.8757   0.4214
   3.9000   0.3151   0.4877
   4.0000   0.1509   0.5313
   4.1000   0.7350   0.6397
   4.2000   0.6773   0.9257
   4.3000   0.7453   0.7965
   4.4000   0.3455   0.2950
   4.5000   0.7056   0.8181
   4.6000   0.4115   0.7327
   4.7000   0.6181   0.4942
   4.8000   0.5955   0.8868
   4.9000   0.0287   0.5527
   5.0000   0.8524   0.2978
   5.1000   0.5979   0.4329
   5.2000   0.7232   0.3446
   5.3000   0.7976   0.6797
   5.4000   0.3553   0.2853
   5.5000   0.7322   0.7445
   5.6000   0.9234   0.3920
   5.7000   0.5953   0.9173
   5.8000   0.4011   0.4215
   5.9000   0.0604   0.5873
   6.0000   0.5459   0.8065
   6.1000   0.9655   0.0719
   6.2000   0.6209   0.1456
   6.3000   0.0310   0.4111
   6.4000   0.9565   0.4073
   6.5000   0.1371   0.9763
   6.6000   0.7252   0.3227
   6.7000   0.0235   0.8471
   6.8000   0.2868   0.7653
   6.9000   0.8627   0.9982
   7.0000   0.2324   0.4444
   7.1000   0.6872   0.3802
   7.2000   0.6974   0.7314
   7.3000   0.1389   0.5110
   7.4000   0.6095   0.0647
   7.5000   0.0471   0.5806
   7.6000   0.3046   0.1911
   7.7000   0.0006   0.3589
   7.8000   0.9208   0.0448
   7.9000   0.8304   0.1380
   8.0000   0.7329   0.8845
   8.1000   0.3666   0.9783
   8.2000   0.8588   0.1547
   8.3000   0.9436   0.5822
   8.4000   0.6510   0.5587
   8.5000   0.2867   0.3372
   8.6000   0.6821   0.2303
   8.7000   0.9091   0.1912
   8.8000   0.8377   0.4303
   8.9000   0.8037   0.6201
   9.0000   0.7908   0.5832
   9.1000   0.8959   0.1512
   9.2000   0.0762   0.5495
   9.3000   0.0185   0.1225
   9.4000   0.9149   0.4492
   9.5000   0.8305   0.5867
   9.6000   0.3704   0.4799
   9.7000   0.8906   0.8833
   9.8000   0.3581   0.3994
   9.9000   0.0282   0.2238
